CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
853,60,60,Male,Same as sex,4 years of college,General and operations managers,Cuba,White,"Yes, Cuban",0,-0.865868373660673,-0.849275584164277,0.70020691911814,206.360468267869,8,4.73134328358209,TRUE,FALSE,Spanish,604,6,6,6,5,6,6,6,5,6,6,2,2,3,2,2,1,2,1,1,2,1,1,5,5,2,2,3,2,2,5,2,5,7,7,6,6,2,1,1,1,4,1,1,1,1,1,1,1,1,4,3,2,2,4,4,6,2,4,7,6,6,6,6,5,6,6,2,2,2,2,2,3,1,2,3,3,3,3,1,3,2,2,6,6,3,4,4,7,6,4,4,6,7,6,6,4,2,6,1,1,1,1,4,1,1,1,1,1,5,1,1,1,1,2,1,1,1,1,1,4,2,1,1,1,1,5,2,2,2,7,6,7,7,6,2,1,1,2,1,1,6,2,1,4,4,5,7,7,1,1,1,5,7,7,7,6,7,7,5,3,7,6,4,1,2,1,1,2,1,6,7,6,6,6,6,6,6,6,6,7,6,5,6,6,6,6,6,6,6,6,7,6
858,56,56,Female,Same as sex,4 years of college,Computer and information systems managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.66488208417565,-0.565207965292367,0.628624055787384,230.12964890265,6,9.17164179104478,TRUE,FALSE,English,11,6,6,6,5,6,6,6,6,6,6,2,2,2,2,6,6,5,6,3,3,6,6,5,6,4,4,4,4,4,5,4,5,5,6,6,6,2,2,2,2,6,2,7,7,6,7,7,5,7,6,6,6,6,6,5,6,6,6,6,5,5,6,6,6,6,6,2,2,2,2,2,6,2,2,2,4,4,2,2,2,2,2,5,5,2,5,6,5,6,5,3,5,6,7,6,6,6,5,7,5,6,7,5,5,6,6,6,6,6,6,7,7,6,5,6,6,6,2,2,7,6,2,2,3,3,7,2,2,3,6,5,6,6,6,6,5,2,7,2,3,6,5,5,6,7,6,7,7,6,2,6,6,7,6,7,6,7,6,6,2,3,6,6,5,2,2,6,5,3,6,5,6,5,6,6,6,6,6,5,7,6,5,5,7,6,7,7,7,7,6,6,6
862,47,47,Male,Same as sex,4 years of college,Software quality assurance analysts and testers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.569471853975477,-0.534944133671058,0.252788079816705,250.29844834395,6,3.76492537313433,TRUE,FALSE,English,5050,5,6,6,6,5,7,4,3,4,6,1,1,2,2,2,2,2,2,3,3,2,2,3,2,3,2,3,2,2,4,1,6,6,3,6,3,2,2,2,5,2,3,2,2,2,2,5,1,2,2,5,2,6,3,5,2,5,2,2,6,6,3,3,3,6,3,2,1,1,4,3,1,2,3,5,1,3,2,1,3,2,2,3,5,3,3,5,5,6,3,2,6,5,6,3,3,2,3,3,2,2,2,3,3,2,2,2,2,2,5,2,5,2,3,6,2,5,3,2,5,3,3,3,2,5,6,3,5,2,3,2,2,3,6,2,2,2,4,3,3,6,2,4,4,3,2,6,5,1,2,5,6,3,5,5,6,7,5,5,2,6,6,6,3,6,5,3,5,2,6,6,5,5,5,6,5,5,4,6,5,6,6,5,5,6,5,6,3,4,6,2,5
861,41,41,Male,Same as sex,5+ years of college,"Business operations specialists, all other",United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.819143913935557,-0.284255742809874,0.554514761164711,207.976731645599,10,5.61567164179105,TRUE,FALSE,English,133,4,6,5,6,5,5,4,4,4,5,2,5,5,4,5,5,3,2,5,3,3,2,6,5,3,5,5,5,3,5,5,5,5,6,6,6,2,1,5,5,4,3,2,3,2,2,2,2,2,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,5,5,4,2,5,5,4,3,3,5,3,4,5,2,2,4,5,5,5,3,3,5,5,6,5,6,5,3,3,5,5,3,5,5,5,5,5,3,5,3,5,2,5,5,5,3,3,5,5,5,6,6,5,6,5,5,5,3,6,6,5,6,3,2,5,6,6,6,6,5,5,3,3,3,3,2,6,3,3,5,7,7,7,7,1,1,1,5,6,5,5,2,7,6,5,6,5,5,7,5,3,4,6,6,6,3,5,3,5,3,2,2,2,2,3,5,5,5,3,1,1,2,2,2,2,6,6,6
868,49,49,Female,Same as sex,5+ years of college,N/A: Unemployed,United States,Three or more major races,"No, not of Hispanic, Latino, or Spanish origin",0,-0.847466395635907,-0.194546774503297,0.656034002012594,207.555290823989,14,2.17164179104478,TRUE,FALSE,English,927,7,6,6,7,5,5,5,3,4,4,4,4,5,4,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,5,7,6,6,3,2,2,2,2,6,2,2,5,2,5,5,2,2,5,5,6,5,5,6,6,6,6,5,6,5,5,6,5,2,6,4,1,4,4,4,7,4,4,4,3,3,3,5,5,4,4,2,5,2,3,5,5,3,2,2,3,3,5,3,5,1,1,1,1,1,5,5,1,1,1,1,5,1,1,1,1,1,1,6,6,6,6,5,6,6,6,6,6,6,6,6,5,6,5,5,5,3,5,2,5,2,5,3,2,2,2,2,6,6,6,6,6,2,2,2,7,6,2,5,3,6,5,5,3,3,3,7,2,2,3,6,6,3,,,,,,,,,,,,,,,,,,,,,,,
863,29,29,Male,Same as sex,4 years of college,General and operations managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.766327916780134,-0.854038720040469,0.709291861369947,204.941131204596,6,4.17910447761194,TRUE,FALSE,English,1020,7,7,7,7,7,7,5,6,5,5,2,1,2,2,4,3,1,1,6,5,1,2,3,6,2,3,3,1,2,4,2,4,7,6,6,5,1,1,2,1,2,2,1,1,1,1,2,1,1,5,4,2,3,4,5,3,2,4,2,4,2,3,4,1,3,4,2,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,6,2,3,5,5,5,4,6,2,5,3,3,5,3,1,2,5,1,1,2,2,1,2,2,2,1,1,2,1,1,1,1,4,2,1,2,1,1,1,1,2,1,1,5,1,1,2,3,3,6,6,6,2,5,3,3,5,6,5,2,2,7,6,6,6,6,1,1,1,3,7,5,5,2,7,7,6,2,3,2,3,2,2,2,3,6,3,6,4,6,6,6,6,5,6,5,3,6,6,7,6,7,6,7,6,6,6,6,6,7
865,73,73,Female,Same as sex,5+ years of college,Secondary school teachers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.718600088824158,-0.597142700521233,0.903556613286595,237.06965511486,10,8.33955223880597,TRUE,FALSE,English,928,7,7,4,7,4,4,2,3,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,2,6,1,6,7,4,7,6,1,1,1,1,1,2,1,1,1,1,5,1,1,6,6,6,7,6,6,6,6,7,7,7,7,7,7,7,7,7,1,4,1,3,2,1,2,1,1,1,1,1,2,3,1,4,6,7,3,4,3,7,3,5,3,2,5,6,7,4,1,5,2,1,1,1,1,1,4,1,1,1,2,5,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,6,7,7,7,7,1,5,1,4,3,1,2,1,1,4,4,4,4,6,1,1,5,6,6,1,7,3,7,5,5,4,4,5,6,7,4,6,4,4,6,4,4,4,4,4,2,6,7,1,6,6,6,5,6,5,6,4,4,4,4,6,6,6
864,59,59,Male,Same as sex,4 years of college,General and operations managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.840719592823341,-0.724692511816533,0.847415769764186,196.234470457413,8,5.7089552238806,TRUE,FALSE,English,4412,5,6,4,6,5,5,4,3,4,4,2,2,2,1,2,2,2,2,2,2,2,2,5,5,3,2,2,2,3,5,2,1,4,1,6,2,1,1,1,1,1,1,3,1,1,2,2,1,1,6,5,5,5,5,6,5,6,6,5,5,5,5,6,6,6,6,3,2,1,4,1,3,2,2,5,4,2,4,1,2,2,3,5,2,3,4,6,6,4,4,2,2,6,5,3,6,3,2,5,1,2,2,5,1,5,1,1,2,6,1,2,2,1,2,2,3,2,5,3,3,2,2,2,5,2,3,2,2,2,4,6,5,5,6,2,6,2,5,2,2,6,3,4,5,6,5,6,6,3,2,5,5,3,6,6,5,7,1,7,6,6,6,6,2,2,2,3,5,2,6,5,4,5,3,5,4,4,3,4,4,5,5,6,6,6,6,6,6,6,6,6,6
897,55,55,Female,Same as sex,3 years of college,Retail salespersons,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.750138763912782,-0.93189623566356,0.918941770687828,181.596904134156,6,4,TRUE,FALSE,English,1332,6,6,6,6,6,6,5,5,5,6,1,1,1,1,2,3,2,1,5,2,2,2,5,4,1,1,1,1,1,5,1,5,6,7,7,6,1,1,2,1,1,2,2,6,1,1,1,1,1,7,6,7,6,6,7,6,6,7,7,7,7,7,7,6,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,6,3,5,7,6,6,6,7,6,6,7,7,5,5,4,1,1,1,1,6,1,1,1,1,1,5,5,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,5,1,2,2,5,2,2,6,6,1,3,1,5,4,5,5,4,3,6,6,7,6,7,1,2,2,7,7,5,5,6,7,7,6,3,5,4,1,5,6,4,1,3,7,6,7,7,6,6,6,6,4,6,7,7,7,7,5,5,6,3,4,5,5,4,5,6
869,64,68,Male,Same as sex,4 years of college,N/A: Unemployed,Mexico,White,"Yes, Mexican, Mexican Am., Chicano",0,-0.671202018809924,-0.835310464436682,0.747881177860432,239.845499313135,4,10.8768656716418,TRUE,FALSE,Spanish,3,7,6,4,6,5,5,7,7,7,7,1,1,1,1,2,6,2,2,5,6,2,1,1,4,2,1,1,1,2,2,2,1,6,7,6,4,2,1,1,1,2,1,2,1,2,1,2,1,1,6,4,5,5,6,7,6,4,4,3,4,5,4,4,6,7,6,3,4,1,1,1,5,1,1,2,1,1,3,2,2,2,2,5,7,5,6,5,6,6,6,3,1,7,7,7,2,3,6,7,2,2,1,2,6,7,6,2,2,5,6,5,5,5,1,2,2,4,2,1,4,1,3,2,1,2,4,6,2,2,7,7,7,7,7,3,5,6,7,2,3,6,3,5,6,6,6,6,7,5,2,2,7,7,7,7,4,7,7,6,2,1,2,1,2,2,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,
898,40,40,Male,Same as sex,Grade 12,Other transportation workers,United States,White,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.629342391177093,-0.300042184990454,0.781947387667156,197.189488824916,17,7.6865671641791,TRUE,FALSE,English,854,6,6,6,6,6,6,4,3,4,3,1,1,2,2,2,2,5,2,6,4,5,6,2,5,3,2,3,4,2,6,3,6,6,6,6,3,2,2,2,2,2,4,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,3,1,3,1,1,2,3,1,1,1,1,1,3,6,5,2,6,5,2,5,6,6,6,7,6,6,5,2,5,2,2,2,2,2,2,2,2,2,2,5,2,2,2,5,2,6,5,5,5,5,5,4,6,4,6,5,5,5,4,5,2,3,4,3,4,2,4,2,6,4,2,2,2,2,6,5,6,5,6,2,2,3,4,5,5,3,3,7,6,4,5,5,2,6,5,6,6,5,6,6,5,3,4,5,2,5,5,6,2,4,6,6,2,6,6,6,5,4,4,5,5,6,5
923,38,38,Female,Same as sex,1 year of college,N/A: Unemployed,United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.696255084764507,-0.626701907249683,0.760281843617373,151.1723945897,17,3.37686567164179,TRUE,FALSE,English,1533,6,6,4,6,6,6,5,6,5,5,2,2,3,1,4,3,3,2,2,2,3,2,2,4,3,5,2,2,2,6,3,6,6,6,6,6,3,2,3,3,4,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,1,2,1,2,1,2,4,2,1,4,2,3,3,5,3,3,4,6,5,4,6,6,6,6,5,4,2,2,4,5,2,2,2,2,6,2,6,2,2,2,4,2,5,2,5,5,4,4,2,5,5,4,4,2,5,4,5,3,3,4,5,3,5,6,3,3,4,6,3,5,5,5,4,6,6,6,6,6,2,2,3,6,7,4,6,5,7,7,4,2,4,7,5,2,4,4,5,5,3,,,,,,,,,,,,,,,,,,,,,,,
873,49,49,Female,Same as sex,5+ years of college,Emergency management directors,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.726656177760425,-0.825877422680072,0.773745749438103,174.655935644397,5,5.7089552238806,TRUE,FALSE,English,518,6,7,4,6,6,6,4,4,6,5,2,2,2,3,1,4,2,2,3,3,2,2,2,4,2,2,3,1,2,4,1,7,6,6,6,7,1,1,1,1,1,1,2,3,3,3,2,1,1,4,5,4,4,5,6,4,4,5,6,6,4,5,6,4,6,5,2,1,1,2,2,2,1,2,3,2,2,2,1,2,1,1,4,6,6,4,6,6,6,5,3,2,7,6,6,4,1,1,4,1,1,2,1,2,3,1,1,1,1,1,4,1,1,2,2,4,1,3,2,3,4,2,4,3,2,5,1,2,3,6,5,6,6,6,4,2,2,5,1,2,4,3,4,4,5,5,6,6,4,2,2,7,5,6,5,4,7,6,4,5,5,4,5,2,6,5,2,4,2,7,5,5,6,6,6,7,6,6,6,7,6,5,5,7,6,7,6,7,7,6,6,6
884,57,57,Female,Same as sex,1 year of college,N/A: Unemployed,United States,Other race,"Yes, Mexican, Mexican Am., Chicano",0,-0.92108004419279,-0.0882298317895969,0.757318703518149,213.59171920193,7,7.32835820895522,TRUE,FALSE,English,2097,7,7,5,6,6,6,3,3,1,3,1,2,2,3,1,1,1,1,2,5,2,2,5,4,3,7,3,5,3,5,6,2,5,7,7,7,3,3,4,3,5,3,1,4,1,1,1,1,1,7,6,6,7,7,7,7,7,7,7,6,6,5,7,7,7,7,3,4,4,3,2,3,3,2,2,3,3,2,1,2,3,2,5,7,3,7,5,6,3,3,5,6,7,5,6,5,1,5,7,5,6,3,1,5,5,5,1,3,5,2,5,2,3,1,5,5,5,5,3,5,5,4,5,5,5,5,1,2,2,5,5,6,6,5,2,3,4,6,4,4,4,6,5,5,6,6,7,7,1,2,2,6,5,4,6,6,6,6,6,3,5,7,6,2,6,2,5,4,2,,,,,,,,,,,,,,,,,,,,,,,
882,41,41,Female,Same as sex,4 years of college,Accountants and auditors,United States,White,"Yes, Mexican, Mexican Am., Chicano",0,-0.81052236859376,-0.161935766926009,0.818544983670164,207.448354640291,7,5.83208955223881,TRUE,FALSE,English,3755,7,7,5,7,6,5,4,3,5,4,2,1,3,1,3,1,1,1,5,5,5,2,5,5,5,5,5,4,4,7,5,3,6,6,7,5,3,1,2,3,3,5,1,1,1,1,1,1,1,7,6,5,6,5,7,6,7,6,5,6,5,5,6,6,7,6,3,4,3,3,3,4,2,1,1,4,1,2,1,4,1,3,5,7,5,5,6,7,3,6,3,1,7,6,6,5,2,5,7,5,2,2,5,3,6,1,3,2,5,6,6,1,1,1,2,1,1,1,3,1,1,2,1,3,3,1,1,1,2,5,1,5,3,7,3,6,5,5,4,3,7,5,6,6,6,7,7,7,1,1,3,7,6,6,6,4,7,5,3,7,7,6,5,1,1,3,3,6,3,6,6,5,6,6,6,6,5,6,7,7,7,5,7,6,5,7,6,6,6,5,7,7
966,65,65,Female,Same as sex,Grade 12,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.855558365584756,-0.695085927417568,0.85675128434123,187.563484237958,11,2.16417910447761,TRUE,FALSE,English,805,5,5,4,5,4,4,5,5,5,5,1,1,2,1,4,4,2,1,4,5,5,4,4,6,3,4,2,2,2,6,4,5,4,6,4,4,5,1,1,1,1,4,1,1,1,1,1,1,1,6,6,7,6,6,6,6,6,6,6,6,6,6,6,7,6,6,2,2,2,2,2,2,1,1,4,2,3,2,4,3,2,2,5,4,2,3,5,7,4,4,5,6,5,5,6,5,4,4,4,1,5,1,5,2,4,1,1,1,6,1,4,4,3,1,2,1,1,4,1,2,4,2,1,1,1,5,1,4,1,2,2,5,3,5,5,6,6,5,5,4,6,5,5,7,7,7,7,7,1,1,4,7,7,7,7,7,7,7,7,4,7,7,4,3,5,5,2,4,2,,,,,,,,,,,,,,,,,,,,,,,
919,35,35,Male,"Other, please specify",Grade 12,Software quality assurance analysts and testers,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.667058411304979,-0.17182372906569,0.421000141923396,233.218543873248,5,3.6455223880597,TRUE,FALSE,English,657,5,3,5,4,5,4,5,6,5,5,4,6,7,5,6,6,4,5,6,4,6,6,3,4,5,4,5,3,4,4,6,5,6,4,5,4,4,2,5,7,5,6,2,1,2,2,2,1,1,5,7,7,7,6,7,6,4,5,5,6,4,6,4,5,6,4,7,5,3,3,6,5,4,3,5,6,5,5,3,6,6,5,3,3,4,5,3,4,5,5,3,5,6,4,3,4,7,7,4,3,7,4,6,6,6,6,6,4,6,4,6,4,6,5,5,5,6,5,6,6,5,6,6,6,7,7,7,7,5,3,5,5,5,5,4,6,4,4,4,4,4,3,4,5,1,5,5,6,5,5,7,4,7,1,6,4,7,6,5,1,2,6,7,3,4,7,5,6,5,6,4,4,4,4,1,6,5,2,1,6,5,4,7,4,6,4,4,5,5,4,4,4
885,23,23,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.792028841318214,-0.343943954493609,0.892458728919264,225.653513168739,17,4.53731343283582,TRUE,FALSE,English,1161,6,7,5,7,5,6,3,4,4,2,1,1,1,2,2,2,2,2,2,2,2,2,2,4,4,2,3,2,5,4,2,2,7,7,6,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,4,3,7,5,4,4,7,6,5,7,3,1,5,4,6,1,3,1,6,6,2,1,5,1,7,4,1,2,1,6,4,5,2,4,6,4,6,6,4,5,4,6,1,6,4,4,4,4,5,1,4,1,1,1,1,4,4,5,4,4,5,5,7,1,2,6,7,7,5,5,2,7,7,7,1,2,1,7,6,7,7,5,5,6,,,,,,,,,,,,,,,,,,,,,,,
907,48,48,Male,Same as sex,2 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.835515736361059,-0.770666236317553,0.878896546697856,225.611243825388,7,6.33955223880597,TRUE,FALSE,English,1608,7,7,7,7,7,7,4,4,4,4,1,1,1,1,2,2,2,1,7,7,2,6,2,6,1,1,2,1,1,3,1,4,7,6,7,7,4,1,2,2,1,2,1,1,1,1,1,1,1,7,6,7,7,7,7,6,7,6,7,7,7,7,7,7,7,6,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,7,7,6,7,6,7,6,7,6,1,3,6,6,1,2,2,1,1,2,1,2,1,4,1,2,4,5,1,2,5,2,1,2,1,2,6,2,1,1,2,5,2,2,5,2,2,1,4,2,6,4,7,4,4,4,6,2,2,7,6,2,6,5,7,7,7,4,2,5,7,7,6,7,7,7,7,7,6,4,7,6,2,4,6,6,6,2,,,,,,,,,,,,,,,,,,,,,,,
978,65,68,Female,Same as sex,2 years of college,Education and childcare administrators,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.862666949907336,-0.859254497410059,0.896720894852495,152.41591916576,7,9.92537313432836,TRUE,FALSE,English,778,5,6,4,5,5,5,5,5,4,6,3,1,4,1,2,2,2,2,2,3,3,2,2,4,3,3,2,2,3,5,2,4,5,2,5,4,2,1,3,2,4,2,1,1,1,1,1,1,1,5,5,5,5,6,6,5,5,5,6,5,6,5,5,5,6,5,2,5,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,6,5,3,5,5,5,4,4,5,7,6,7,2,1,4,3,3,2,2,4,2,4,4,2,1,5,1,3,2,2,1,2,2,2,2,2,2,2,3,2,1,1,4,2,3,2,3,2,5,4,5,2,2,1,5,1,1,4,1,2,5,5,5,4,5,1,2,3,5,6,4,5,4,6,6,3,2,2,4,3,1,4,4,1,4,2,6,6,4,6,5,6,6,6,6,6,7,5,5,6,5,6,4,4,4,6,4,4,6
981,22,22,Male,Same as sex,4 years of college,"Computer occupations, all other",United States,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.914607557230166,-0.0931047871997081,0.584495646949409,215.194282247011,15,6.82462686567164,TRUE,FALSE,Twi,10,6,6,6,6,6,6,6,5,5,5,5,4,3,4,5,2,4,2,5,5,4,5,3,5,5,5,3,5,6,6,4,5,5,5,6,5,6,2,2,2,5,6,2,2,3,2,2,2,2,6,6,5,6,6,6,5,6,5,6,6,5,5,4,7,5,6,3,5,4,5,1,5,5,2,2,2,2,2,2,2,4,3,5,4,5,5,5,5,6,5,3,3,5,6,5,5,3,3,3,3,2,6,2,3,5,3,6,7,3,2,6,4,2,6,5,5,4,2,6,5,6,6,6,5,6,6,5,5,6,5,2,6,5,4,6,5,6,5,6,6,6,5,4,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,5,4,5,4,5,4,5,6,5,6,6,6,5,5,6,2,5,6,5,5,6,6,6,6,5,5
979,46,46,Female,Same as sex,1 year of college,Personal care aides,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.851728992777298,-0.328098605022328,0.635776803099727,174.840415321875,6,3.83208955223881,TRUE,FALSE,English,466,5,5,4,4,5,5,5,4,5,6,3,2,3,4,2,2,2,3,2,2,3,2,2,5,3,4,4,2,3,6,5,5,6,6,6,6,5,3,5,5,5,6,3,5,2,4,5,2,2,6,5,6,6,6,5,6,5,4,4,6,5,5,5,5,5,6,4,4,3,4,3,5,2,2,3,5,5,3,1,4,4,4,2,4,5,3,4,4,5,4,3,4,3,6,6,6,6,2,2,2,3,5,5,2,3,2,2,2,5,2,2,2,4,2,2,3,2,3,2,2,4,3,2,2,3,4,3,3,2,5,4,3,5,3,6,5,6,6,4,4,6,6,4,5,4,4,6,6,4,4,5,6,5,4,6,6,6,6,6,6,4,5,5,2,5,4,3,5,5,5,5,3,6,5,6,6,5,6,6,6,6,6,4,5,4,4,4,4,4,6,5,5
980,18,18,Female,Same as sex,"Grade 5, 6, 7, or 8",N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.778076954747027,-0.704075883492134,0.757729206446086,195.024663760421,9,4.5,TRUE,FALSE,English,142,5,7,4,7,5,5,3,5,4,3,2,2,4,5,6,7,4,4,7,7,5,4,6,6,6,5,5,5,4,5,5,7,7,7,7,7,5,6,5,6,6,5,1,1,1,1,1,1,1,4,4,5,4,5,6,4,6,6,1,4,4,4,6,6,6,6,4,3,3,4,5,5,5,4,6,5,5,2,4,4,4,6,5,2,2,5,7,3,3,7,7,6,4,4,4,3,3,7,4,3,5,5,6,6,4,2,6,7,6,6,4,7,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,2,5,4,4,3,4,4,3,5,5,4,5,4,3,4,4,6,6,7,3,2,5,6,7,1,4,3,7,7,5,2,2,4,7,6,2,3,6,6,3,,,,,,,,,,,,,,,,,,,,,,,
984,48,48,Female,Same as sex,Grade 12,"Secretaries and administrative assistants, except legal, medical, and executive",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.519079137829509,-0.691370299316867,0.741414555960345,224.303304956802,5,3.50746268656716,TRUE,FALSE,English,324,6,7,6,6,6,6,2,2,3,2,6,7,7,7,3,3,2,2,5,3,3,3,1,4,7,7,7,7,7,6,7,7,7,7,7,7,5,5,7,7,1,7,4,3,1,1,2,1,1,4,4,4,4,4,5,4,4,4,4,5,5,5,4,4,4,4,5,1,6,6,7,6,7,5,5,6,7,3,7,7,7,7,1,1,4,2,4,2,3,2,5,6,6,1,6,5,1,6,7,6,3,5,6,6,7,2,5,5,5,6,7,1,5,3,6,6,7,7,3,6,7,7,6,5,6,7,6,5,3,2,2,2,4,3,1,1,1,4,1,1,4,1,4,6,6,6,6,6,1,1,1,7,7,1,1,1,7,7,4,1,1,1,7,7,7,4,7,5,6,1,2,1,1,1,1,1,1,1,1,5,1,1,4,4,5,5,6,4,4,4,5,5
985,46,45,Female,Same as sex,4 years of college,Other community and social service specialists,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.905663498450346,-0.461705703974925,0.950440106894126,156.476396483827,17,5.98507462686567,TRUE,FALSE,English,287,6,6,5,6,6,6,3,2,3,3,2,3,3,1,4,4,2,4,4,4,4,4,4,4,2,3,3,2,2,4,2,4,4,1,6,5,2,1,2,2,2,2,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,3,1,2,2,2,2,1,2,2,3,2,2,1,3,2,3,6,3,4,6,3,4,6,7,4,3,5,3,5,2,2,5,2,2,6,4,1,4,4,4,5,4,2,4,3,2,5,4,3,4,3,4,4,4,4,4,3,4,3,4,4,4,3,6,6,6,6,6,5,5,5,6,4,4,5,5,5,4,5,5,6,6,4,4,4,4,4,6,6,6,7,4,5,5,7,6,5,2,4,3,2,5,2,5,4,4,3,3,4,5,4,4,6,6,5,4,6,3,5,6,6,4,6,4,6,5
